employee_id,join_date,department,designation,age,salary_inr,performance_score,phone,is_active,manager_id
EMP00756,2021-12-26,Sales,SDR,45,90722.91666666667,3.4444690806160545,+91-8698551696,True,EMP00143
EMP00354,2026-04-11,Engineering,Staff SDE,38,458040.0,3.5811565935261758,+91-8979585881,True,EMP00073
EMP00163,2023-05-27,Engineering,Staff SDE,27,2398664.0,3.724932068036167,+91-7937338654,True,EMP00093
EMP01301,2018-09-26,Sales,SDR,33,3407864.0,3.830017699511041,,True,EMP00178
EMP00185,2017-07-26,Sales,Account Executive,31,2584373.0,2.546439125915549,+91-8086094925,True,EMP00068
EMP01253,2021-12-12,Operations,Ops Manager,51,2300403.0,2.6279706373857548,+91-8892376847,True,EMP00142
EMP01217,2021-01-12,HR,HR Manager,46,1381316.0,2.9933161460491005,+91-9976903960,False,EMP00107
EMP00204,2019-06-19,Finance,Director,43,1349025.0,2.9766539790051363,76146317,True,EMP00046
EMP00515,2016-10-23,Marketing,CMO,43,4763589.0,,+91-7184025234,True,EMP00023
EMP00783,2022-06-01,Finance,Manager,57,4264883.0,4.820733256761055,+91-8962171223,True,EMP00130
EMP00616,2025-04-01,Engineering,SDE II,38,4853377.0,2.593954080599459,+91-7272149351,False,EMP00065
EMP01410,2018-08-08,Engineering,Staff SDE,45,4637844.0,2.512050895382038,+91-9060642726,True,EMP00119
EMP01117,2024-08-06,Marketing,Marketing Analyst,30,2622609.0,3.86686582593755,+91-9340537645,True,EMP00189
EMP00262,2021-04-09,Finance,Director,41,4162413.0,3.9252592435818476,+91-9542357607,False,
EMP00555,2024-07-10,Sales,SDR,36,2069289.0,,+91-7628580291,True,EMP00192
EMP00024,2018-07-23,HR,HR Analyst,56,3734254.0,3.833200338742353,,True,EMP00081
EMP01284,2020-08-30,Sales,VP Sales,45,1921868.0,2.8398058440525364,+91-9977534883,True,EMP00192
EMP01475,2021-08-03,Engineering,Staff SDE,54,1546981.0,2.927081906847955,+91-8572903526,True,EMP00132
EMP00050,2020-01-07,Operations,Ops Manager,38,4425593.0,3.157321429981759,+91-8705549483,True,EMP00030
EMP00307,2023-08-30,Finance,Analyst,52,2568067.0,2.540170703670047,86465272,False,EMP00062
EMP00100,2016-11-17,Sales,Sales Manager,53,2253110.0,3.525514931294434,00250133,True,EMP00058
EMP01092,2018-12-27,Engineering,Staff SDE,56,3298510.0,4.944572316730539,+91-8233946298,True,EMP00177
EMP01358,2024-10-14,Operations,Ops Manager,24,4829143.0,2.0346391984889856,+91-7647082742,True,EMP00053
EMP01458,2023-06-16,HR,VP HR,24,2529830.0,3.700537883054142,+91-8126488633,True,EMP00016
EMP00429,2026-01-08,Marketing,CMO,25,4765439.0,4.057766507386716,,True,EMP00068
EMP00694,2018-03-06,Engineering,Senior SDE,31,3123629.0,,+91-7746273421,True,EMP00025
EMP00830,2024-12-05,Operations,Ops Manager,39,4517875.0,4.520572789223829,+91-7918597527,True,EMP00021
EMP00494,2021-09-03,Engineering,Senior SDE,35,1068030.0,4.4673018632841135,+91-7228748313,True,EMP00199
EMP00985,2018-01-08,Engineering,Senior SDE,34,470981.0,3.2594445880352527,+91-9385284248,True,EMP00008
EMP00169,2020-03-20,Finance,Analyst,44,4703869.0,2.674078890761088,+91-7530229302,True,EMP00043
EMP01374,2025-04-23,Engineering,Staff SDE,45,2975975.0,,+91-9023087915,True,EMP00080
EMP00536,2026-07-20,Marketing,Campaign Manager,49,2464848.0,2.6403516968122513,+91-7221397390,True,
EMP00375,2026-03-02,Finance,Director,25,3518942.0,4.086556990682168,+91-9489646156,True,EMP00051
EMP01179,2019-09-22,Sales,Account Executive,31,1461864.0,2.114265898489949,56281650,True,EMP00122
EMP00567,2023-01-02,Finance,Manager,48,3540217.0,2.3660388897033586,+91-9807408994,True,
EMP00637,2020-06-19,Sales,Sales Manager,25,4593394.0,2.9858130029567564,+91-9897930263,True,EMP00122
EMP01133,2017-11-03,Finance,Director,34,1494348.0,2.5044557376240286,+91-8618629071,True,EMP00054
EMP00681,2020-11-11,Finance,Manager,50,4355617.0,2.1667608824820137,+91-7714998041,True,EMP00033
EMP00240,2021-12-04,Operations,Ops Manager,32,2115610.0,4.34780303829539,+91-7111130625,False,EMP00047
EMP00052,2025-03-08,Engineering,Senior SDE,42,1136244.0,3.398612120009082,+91-9480448088,True,EMP00103
EMP00071,2018-02-09,Finance,Analyst,34,2762763.0,3.35018892553547,+91-7532954958,True,EMP00096
EMP00627,2020-08-02,Engineering,Senior SDE,55,3839365.0,3.7692437851839573,62657017,True,EMP00155
EMP00077,2018-02-14,Sales,Sales Manager,39,2428232.0,3.6886946997878542,,True,EMP00011
EMP00865,2018-07-07,Sales,Sales Manager,36,677101.0,2.0686926328207664,+91-7633274150,True,EMP00142
EMP00608,2024-12-14,HR,HR Analyst,57,3820941.0,2.6680422166588973,+91-9530329454,True,EMP00002
EMP00862,2022-05-01,HR,HR Manager,39,1506190.0,2.6817034732680494,+91-8767944884,False,EMP00176
EMP00174,2019-07-21,Engineering,SDE I,41,1813257.0,2.88987322598943,+91-9166117001,True,EMP00072
EMP00412,2022-01-02,Marketing,Campaign Manager,22,3874317.0,3.571600867724464,+91-9462804153,True,EMP00035
EMP01086,2023-06-19,Sales,Account Executive,47,523655.0,4.507119941096151,38540166,True,EMP00056
EMP00136,2016-12-09,Finance,Senior Analyst,22,4151718.0,4.430767963266005,+91-7191321255,True,EMP00152
EMP01173,2018-07-07,Sales,Sales Manager,42,3664488.0,2.888090405728538,+91-9049667012,True,EMP00002
EMP00440,2021-04-23,HR,VP HR,41,1158743.0,3.388738756260044,+91-9013371185,True,EMP00194
EMP00343,2019-08-11,Marketing,Marketing Analyst,40,2460163.0,,+91-7050450687,True,EMP00196
EMP01084,2019-01-29,Marketing,Campaign Manager,57,4264592.0,,+91-7488315628,True,EMP00032
EMP00384,2019-04-08,Engineering,Senior SDE,47,671254.0,,+91-9113946389,True,EMP00170
EMP00999,2023-06-04,Sales,VP Sales,50,3583174.0,,+91-7089920625,True,EMP00022
EMP00781,2020-02-13,HR,HRBP,31,644528.0,3.2080183119074586,,True,EMP00042
EMP00889,2019-07-18,Operations,Ops Manager,45,3615646.0,4.158232101823464,+91-9991789472,True,EMP00117
EMP00124,2017-06-07,Engineering,Senior SDE,44,3275399.0,2.2025133455773225,+91-7423780134,True,EMP00118
EMP00707,2022-09-30,Finance,Analyst,24,4282498.0,4.008447413051587,+91-9533645272,True,EMP00048
EMP00924,2018-08-14,Finance,Analyst,22,1331804.0,2.4646040987548385,+91-7081314717,True,EMP00059
EMP00483,2019-05-02,HR,VP HR,56,116696.0,4.704957259205093,+91-9799083081,True,EMP00198
EMP00971,2019-12-12,Operations,Ops Manager,51,215692.16666666666,3.2529148923337416,+91-8871628617,True,EMP00077
EMP01488,2024-12-22,Engineering,Staff SDE,41,3899182.0,,+91-8487765110,True,EMP00009
EMP00725,2017-09-16,Engineering,Staff SDE,46,2558167.0,4.59797166228352,+91-7295933295,True,EMP00047
EMP00679,2023-06-12,Sales,Sales Manager,26,1350546.0,4.537919275676579,+91-7111079774,True,EMP00069
EMP01033,2016-10-06,Engineering,Senior SDE,38,2468886.0,2.3924256724931663,+91-8109137797,True,EMP00192
EMP00498,2019-01-16,Marketing,CMO,35,2490315.0,3.581202409107372,46607611,True,
EMP00863,2018-07-14,HR,HRBP,34,2407995.0,,+91-7783055872,True,EMP00042
EMP00068,2024-05-24,Sales,Sales Manager,43,2940756.0,2.3426391630577124,+91-9603752842,True,EMP00066
EMP01000,2018-06-19,Sales,VP Sales,26,1292060.0,2.3741480489368785,+91-9844740694,True,EMP00100
EMP00030,2026-04-20,Finance,Analyst,39,3274292.0,2.640250083359085,+91-7401907130,True,EMP00027
EMP01441,2024-07-15,Finance,Senior Analyst,24,2333244.0,3.1760397519717283,+91-9307154748,True,EMP00053
EMP01102,2024-07-03,Operations,Ops Manager,43,1453628.0,4.5565306500131575,+91-7557685908,True,EMP00081
EMP00933,2020-03-18,Sales,VP Sales,31,4553750.0,3.94237572394423,+91-7311645946,True,EMP00042
EMP00701,2020-03-17,Engineering,SDE II,53,880827.0,3.9112014049798147,+91-8823946780,True,EMP00196
EMP00773,2021-05-01,Sales,Sales Manager,41,4651056.0,4.637744076328762,+91-7111425333,True,EMP00182
EMP01171,2019-05-18,Engineering,SDE I,47,885298.0,2.595060024571194,87006315,True,EMP00133
EMP01285,2023-01-11,Engineering,Senior SDE,40,4983904.0,4.006344795334668,+91-9461230242,True,EMP00033
EMP00577,2017-09-21,Sales,Sales Manager,53,403703.0,3.5190633087523566,+91-8793610179,True,EMP00042
EMP01112,2020-08-05,HR,VP HR,31,2493186.0,3.4524991599201895,+91-8684877931,True,EMP00153
EMP00814,2018-07-24,Sales,Sales Manager,52,2209735.0,3.7388607713962836,+91-8571913510,True,EMP00041
EMP00486,2025-07-02,Operations,Ops Analyst,44,2010368.0,4.697149540487802,+91-7494194756,True,EMP00008
EMP00731,2023-07-28,Operations,Ops Manager,43,418220.0,,+91-8888206718,True,EMP00154
EMP00421,2020-02-29,Sales,VP Sales,54,98507.08333333333,4.41431559754745,+91-9476323244,True,EMP00160
EMP00923,2020-08-20,Finance,Senior Analyst,40,3743234.0,,+91-8075826323,True,EMP00008
EMP00367,2019-03-10,Finance,Director,48,3354120.0,2.0427545285521003,+91-9395950909,False,EMP00115
EMP01104,2018-09-24,Sales,Sales Manager,43,3083315.0,2.7523750002363006,+91-8088323886,True,EMP00143
EMP00416,2017-09-28,Operations,Ops Analyst,40,3002061.0,3.208558316702179,+91-9261025764,True,EMP00032
EMP01348,2022-02-19,Sales,Sales Manager,44,2908492.0,3.6510663509966204,+91-9055745964,True,EMP00091
EMP00351,2017-01-02,Sales,Account Executive,22,3499959.0,,+91-9040527229,True,EMP00198
EMP01326,2024-06-16,Marketing,Marketing Analyst,35,1646008.0,4.863333604381271,+91-7118895145,True,EMP00095
EMP00821,2025-07-19,Marketing,CMO,56,1413849.0,3.706284527350621,+91-8747341341,True,EMP00109
EMP00907,2026-03-25,Engineering,Staff SDE,30,3885626.0,3.8149363552668007,+91-8622014841,True,EMP00047
EMP00200,2019-06-23,Engineering,SDE I,23,1915285.0,4.058063880741837,,True,EMP00167
EMP01456,2025-08-05,Operations,Ops Manager,41,4201391.0,2.6419127716071076,+91-7734760328,True,EMP00077
EMP01480,2025-05-21,Operations,COO,34,3874411.0,4.2596818117594495,+91-7230222488,True,EMP00158
EMP00951,2023-08-20,Marketing,Campaign Manager,32,1450928.0,3.830344581126213,+91-8762372780,True,EMP00060
EMP01246,2021-08-02,Marketing,CMO,51,3426680.0,2.4572957365242396,+91-8803701818,True,EMP00115
EMP00755,2020-04-24,HR,HRBP,53,3104954.0,4.526882179156149,+91-7333641757,True,EMP00190
EMP01086,2023-06-19,Sales,Account Executive,47,523655.0,4.507119941096151,38540166,True,EMP00056
EMP01180,2026-01-13,Marketing,Marketing Analyst,47,2637041.0,4.997634356218284,+91-8422192630,True,
EMP00745,2020-09-12,Engineering,Staff SDE,54,3925070.0,4.013549984986851,+91-9444169967,True,EMP00158
EMP00514,2018-06-21,Marketing,CMO,25,2172332.0,2.5863078762906295,74328266,True,EMP00165
EMP01176,2022-06-11,Operations,Ops Manager,24,2643521.0,2.723303704166324,+91-8658645117,True,EMP00141
EMP01457,2016-12-03,Finance,Analyst,51,4419253.0,4.763508953704576,+91-9271979412,False,
EMP00535,2023-03-04,Sales,Sales Manager,44,3651738.0,4.046618886261429,+91-7200456737,True,EMP00083
EMP00241,2020-01-09,Engineering,SDE I,54,2576268.0,4.496643475954764,+91-7371220056,True,EMP00118
EMP00045,2022-06-25,Finance,Analyst,54,2095865.0,4.2443438491081364,+91-8685856665,False,EMP00099
EMP01424,2024-03-25,Engineering,Staff SDE,44,3012672.0,4.277791264763233,+91-7095127901,True,EMP00001
EMP00248,2021-10-30,Operations,Ops Analyst,47,198840.58333333334,3.5745919534720065,+91-9388691068,True,
EMP01373,2017-03-01,Finance,Manager,48,4886885.0,,+91-7778618534,True,EMP00024
EMP01161,2024-06-13,Engineering,SDE I,23,4788313.0,4.570982754359375,+91-8827551364,True,EMP00076
EMP00950,2022-11-05,Marketing,CMO,35,416793.0,,+91-8486106484,True,EMP00124
EMP01005,2025-11-12,Engineering,Senior SDE,49,3711440.0,3.4286794776839877,+91-7965855756,True,EMP00076
EMP00491,2026-04-15,HR,VP HR,44,57261.25,2.8701391165561603,+91-7438593387,True,EMP00151
EMP00116,2019-04-06,Engineering,Staff SDE,56,2271655.0,2.8789767608743944,+91-8456008756,True,EMP00024
EMP00340,2020-08-26,HR,HR Manager,24,3545437.0,4.539653557930955,,False,EMP00168
EMP00186,2025-01-01,Marketing,CMO,39,2851635.0,2.949768580607344,+91-9508687986,True,EMP00152
EMP01205,2021-12-06,Finance,Director,38,1420790.0,4.6478593223432245,+91-9669678461,True,EMP00138
EMP01272,2026-03-11,HR,HR Analyst,42,494945.0,,+91-9889706782,True,
EMP00590,2020-09-26,Sales,Sales Manager,32,2645307.0,,+91-7326814439,True,EMP00107
EMP01119,2024-03-18,Engineering,Staff SDE,46,3351963.0,2.79831444688321,+91-7235376129,True,EMP00005
EMP01197,2020-06-04,HR,HR Manager,48,1868773.0,2.646502548293968,+91-7234198765,True,EMP00062
EMP00079,2023-05-26,Marketing,CMO,49,1817054.0,2.867749317183161,,True,EMP00188
EMP00362,2019-06-14,Sales,Sales Manager,40,4504243.0,3.634521083622378,+91-7699106647,True,EMP00162
EMP01106,2020-12-05,HR,HRBP,38,405476.0,2.465020606756809,,True,EMP00198
EMP00608,2024-12-14,HR,HR Analyst,57,3820941.0,2.6680422166588973,+91-9530329454,True,EMP00002
EMP00765,2026-05-23,Marketing,Marketing Analyst,31,4121943.0,4.092501668782825,+91-9172704989,True,EMP00180
EMP00597,2022-10-07,Operations,Ops Manager,43,107878.58333333333,2.0568203988145473,+91-9162003649,True,EMP00072
EMP00786,2017-09-03,Sales,SDR,41,2935402.0,3.8251184546365065,+91-7503205014,True,EMP00198
EMP00016,2026-05-25,Marketing,Campaign Manager,34,221536.91666666666,4.812225019520055,,True,EMP00144
EMP01392,2020-06-10,Finance,Senior Analyst,57,1559482.0,4.0483966334202375,+91-8506323905,True,EMP00003
EMP01198,2021-01-21,Sales,VP Sales,42,2908854.0,,38703617,True,EMP00039
EMP00199,2025-07-25,Finance,Director,44,4620322.0,3.752744880875732,+91-9154944241,True,EMP00055
EMP01220,2016-11-22,Engineering,Senior SDE,31,3912308.0,4.93418473785776,+91-7373922466,True,EMP00118
EMP00325,2020-08-08,Operations,COO,52,2329362.0,,+91-9770714247,True,EMP00074
EMP00549,2021-04-22,HR,HR Manager,39,2084738.0,2.455438864077542,+91-9864059916,True,EMP00074
EMP00310,2024-10-25,Engineering,Staff SDE,22,382778.5,4.380167772081221,+91-9285190004,True,EMP00154
EMP01492,2025-01-26,Engineering,Staff SDE,55,1269647.0,2.6266260270585287,+91-9963632050,False,EMP00118
EMP00430,2023-11-18,Engineering,SDE II,25,4068843.0,,+91-9011817164,False,
EMP00571,2025-10-09,Sales,SDR,34,4745068.0,2.070066243491025,+91-8783988800,True,EMP00119
EMP00680,2019-01-14,Finance,Director,34,1154068.0,,14626065,True,EMP00146
EMP00414,2017-02-15,Engineering,Senior SDE,24,1325079.0,3.6490463663502326,+91-9054485099,True,EMP00009
EMP01447,2021-10-30,Marketing,CMO,43,3643649.0,,+91-8759473350,True,EMP00168
EMP00260,2024-09-05,Sales,SDR,37,3573713.0,3.9947945709803276,+91-7094200268,False,EMP00164
EMP00368,2019-04-07,Marketing,Marketing Analyst,46,1087611.0,2.9574163034537424,,True,EMP00069
EMP00845,2023-04-18,Marketing,CMO,46,2866374.0,2.9645752861427916,+91-9267210172,True,EMP00005
EMP00953,2022-03-28,Sales,VP Sales,57,61566.833333333336,2.27794832239283,+91-9343361575,True,EMP00199
EMP01401,2026-06-21,HR,HRBP,43,1765519.0,3.8924274972333697,+91-9075183211,False,EMP00195
EMP00945,2017-08-14,Marketing,Campaign Manager,34,2268139.0,,+91-8100396808,True,EMP00127
EMP00530,2021-06-27,Sales,VP Sales,30,4209268.0,2.359991892796783,+91-8195990451,True,EMP00003
EMP00825,2017-03-31,Engineering,SDE II,35,1780817.0,4.037249072211622,+91-7480623282,True,EMP00124
EMP00057,2025-10-26,HR,HRBP,32,3207992.0,4.567268261388796,+91-7296405101,True,EMP00161
EMP00074,2025-08-02,Marketing,Campaign Manager,51,3907772.0,3.048095715005095,+91-9715012515,True,EMP00175
EMP00917,2024-04-26,Finance,Manager,47,3689157.0,2.650135815990272,+91-9822269773,True,EMP00178
EMP00527,2023-04-24,Engineering,Senior SDE,56,1491640.0,2.782697348255791,+91-9392978865,True,
EMP00967,2022-05-05,Marketing,Marketing Analyst,50,2541639.0,3.914357639579814,+91-9559118003,True,EMP00017
EMP00383,2018-11-15,Engineering,SDE II,30,3455779.0,2.834918604228402,+91-7266856134,True,EMP00145
EMP00044,2018-11-09,Engineering,SDE I,28,3012104.0,4.790555992965462,+91-8943453367,False,EMP00130
EMP00598,2025-12-19,Engineering,Senior SDE,28,826271.0,4.042033842611736,+91-7735703897,True,EMP00063
EMP00678,2026-07-06,Finance,Director,40,4706471.0,3.3172148714280683,+91-8306659410,True,EMP00043
EMP01227,2018-09-30,HR,VP HR,30,689964.0,,+91-8778241870,False,EMP00168
EMP01327,2016-09-25,Finance,Manager,34,1875670.0,3.0195772204789844,+91-8071230214,True,EMP00176
EMP00102,2018-12-10,HR,HRBP,30,1779614.0,2.688672895688167,70833171,True,EMP00160
EMP00719,2016-11-21,Sales,VP Sales,54,3462128.0,3.233603534119472,+91-8880869531,True,EMP00149
EMP01085,2020-04-29,Engineering,SDE I,25,2986279.0,2.1796721401490067,+91-8914454981,True,EMP00098
EMP00108,2020-02-16,Sales,Account Executive,35,1155944.0,,+91-8712850471,True,EMP00137
EMP01250,2024-09-09,HR,HRBP,36,918902.0,4.661857044829231,+91-7603077505,True,EMP00024
EMP01090,2025-02-27,Sales,Sales Manager,22,4639728.0,2.2182980397140093,+91-8629148081,True,EMP00083
EMP00650,2022-04-04,Finance,Analyst,32,2329644.0,4.435819636577899,+91-9577555070,False,EMP00072
EMP01145,2021-04-30,HR,HR Manager,48,2859303.0,2.042916915465376,+91-8104809771,False,
EMP00332,2023-03-14,Finance,Senior Analyst,25,2579017.0,4.842728272266467,,True,
EMP00760,2018-12-23,Sales,Account Executive,47,3702695.0,4.1622355367593,+91-8705719756,True,
EMP00693,2021-10-08,Sales,VP Sales,37,4451572.0,2.1936440109785766,+91-9823884335,True,EMP00139
EMP00753,2022-07-12,Marketing,CMO,44,890529.0,4.094341527761501,+91-7730690353,True,
EMP00909,2025-02-02,Engineering,Staff SDE,24,3638350.0,,+91-8585650715,True,EMP00122
EMP00129,2018-09-29,Finance,Analyst,46,406164.0,4.157529429710726,+91-7122931925,True,EMP00140
EMP00661,2022-08-07,HR,HR Manager,29,1426755.0,4.800978717890041,+91-8618786463,True,EMP00013
EMP01007,2024-12-15,Engineering,SDE II,32,1350325.0,3.010593576902339,+91-8997424098,True,EMP00094
EMP01453,2016-09-18,Engineering,SDE I,33,1813584.0,4.573478885614194,+91-8639950025,True,EMP00134
EMP00890,2018-01-29,Finance,Director,33,3672924.0,,+91-7248579870,True,
EMP00862,2022-05-01,HR,HR Manager,39,1506190.0,2.6817034732680494,+91-8767944884,False,EMP00176
EMP00584,2024-04-23,Finance,Director,30,4707385.0,4.665680085380213,+91-8347642263,True,EMP00098
EMP00298,2017-07-13,Marketing,Marketing Analyst,48,4351241.0,4.396541047638671,+91-7302276063,True,EMP00183
EMP00317,2019-11-13,Engineering,SDE II,35,1818548.0,3.471997310717712,+91-9967670321,True,EMP00160
EMP00352,2019-04-07,Engineering,SDE I,42,2210332.0,2.901164023672193,+91-9635717940,True,EMP00144
EMP00271,2021-12-08,Finance,Senior Analyst,55,3626448.0,,+91-9660136602,False,EMP00074
EMP01226,2020-09-02,HR,HRBP,55,1725261.0,4.5895450198393375,+91-9936357302,True,EMP00111
EMP00568,2019-01-11,Operations,Ops Manager,33,2919821.0,4.116905341726397,+91-8255722132,True,EMP00184
EMP01048,2020-03-19,Engineering,Senior SDE,38,4496149.0,2.903035440073002,+91-7051617912,True,EMP00059
EMP01383,2021-12-12,HR,HR Manager,42,1349739.0,,+91-7590966195,True,EMP00056
EMP01448,2026-06-05,Marketing,Marketing Analyst,40,1630122.0,2.8240487144141837,+91-8156470867,True,EMP00103
EMP01266,2026-01-23,HR,HR Analyst,39,4489323.0,3.7604846922538435,+91-8971032247,True,EMP00123
EMP00333,2022-06-20,Engineering,Staff SDE,37,1688000.0,3.3206984790922545,+91-9488079947,True,EMP00006
EMP00033,2022-04-04,Operations,Ops Manager,43,2816264.0,4.481581231024979,+91-8308165670,True,EMP00188
EMP00847,2025-11-20,Engineering,Staff SDE,56,2281267.0,4.787627249010377,+91-9785157106,True,EMP00159
EMP00523,2024-09-28,Engineering,SDE II,55,1071803.0,4.320927870017485,+91-9046168320,False,EMP00108
EMP00465,2018-10-16,Sales,SDR,29,3577553.0,2.1622636186307838,+91-9639788704,True,EMP00022
EMP00484,2018-07-15,Marketing,Marketing Analyst,41,2892270.0,3.244396358758268,+91-7123463509,True,EMP00051
EMP00433,2020-12-15,Operations,Ops Analyst,55,526263.0,2.9055488158950786,+91-8464788215,True,
EMP00507,2020-01-17,Engineering,Senior SDE,38,2275091.0,2.064875711730189,+91-7378442537,True,EMP00122
EMP00372,2025-07-03,Finance,Senior Analyst,41,3845077.0,2.1663935915824393,+91-7779296534,True,
EMP00272,2019-06-23,Operations,COO,31,1636697.0,3.531061533202503,,True,EMP00166
EMP00417,2020-08-04,Sales,SDR,49,812505.0,4.038849873582792,+91-7181088266,True,EMP00127
EMP01485,2023-02-22,Finance,Analyst,23,4829675.0,4.018667691715177,+91-7857708048,True,
EMP00232,2023-04-28,Engineering,Staff SDE,29,4510250.0,2.8818117121870586,+91-8940479700,True,EMP00015
EMP00615,2022-06-01,HR,HRBP,33,3124900.0,2.279975938764892,+91-7193873436,True,EMP00105
EMP01335,2019-10-09,Sales,Sales Manager,32,3063353.0,3.924749073887715,65005408,True,EMP00024
EMP00975,2023-06-05,Finance,Manager,52,3022929.0,3.9795367687975833,+91-7393475244,True,EMP00085
EMP00164,2019-03-13,Operations,Ops Analyst,42,401671.0,3.532133400193662,+91-7356899652,True,EMP00078
EMP00622,2019-10-28,Finance,Senior Analyst,49,4357135.0,4.473439066210092,+91-7844212425,False,EMP00084
EMP00463,2026-08-12,HR,VP HR,56,2224639.0,2.2345224476439522,+91-7267604266,True,EMP00051
