transaction_date,customer_id,email,region,product,channel,revenue_inr,quantity,discount_pct,order_ref,is_returned
2024-12-17 00:00:00,CUST07071,user7209@gmail.com,,Service Pack,Online,19449.0,11,20,130869,False
2024-08-11 00:00:00,CUST06703,user5279@yahoo.com,East,,Online,2444807.0,32,5,243571,False
2025-03-03 00:00:00,CUST01984,user4430@yahoo.com,Central,Gadget Pro,,44901.0,45,10,867600,True
2024-06-18 00:00:00,CUST09864,user6885@yahoo.com,Central,Premium Bundle,Retail,4633.0,33,10,ORD-XVTVBM,False
2024-10-31 00:00:00,CUST02627,user2480@company.in,North,Service Pack,Direct,34812.0,22,20,199213,False
2024-10-07 00:00:00,CUST01795,user4170@company.in,South,Widget B,Online,28278.0,32,10,ORD-QNZHIN,False
2024-12-10 00:00:00,CUST01934,user3434@outlook.com,West,Gadget Pro,,48969.0,27,5,670461,False
2024-04-30 00:00:00,CUST04665,,East,Service Pack,Retail,33627.0,21,10,607443,False
2024-11-18 00:00:00,CUST08658,user1848@outlook.com,South,Gadget Pro,Partner,22818.0,7,5,683644,True
2024-01-28 00:00:00,CUST08798,user7492@gmail.com,,Widget A,Online,41254.0,26,10,947820,True
2024-03-14 00:00:00,CUST08639,user4492@outlook.com,South,Gadget Pro,Online,42498.0,10,10,188760,False
2024-11-27 00:00:00,CUST09420,user7560@gmail.com,,Widget A,Online,29392.0,6,5,135664,False
2024-11-30 00:00:00,CUST02696,,North,Widget B,Retail,16229.0,38,15,986045,False
2025-03-04 00:00:00,CUST07567,user9814@gmail.com,North,Widget A,Partner,25759.0,11,0,980783,False
2024-01-03 00:00:00,CUST03604,,East,Gadget Pro,Online,3656.0,15,20,ORD-QNIMGW,False
2024-08-01 00:00:00,CUST09831,user7284@yahoo.com,Central,Service Pack,Retail,13583.0,44,5,173087,False
2024-07-16 00:00:00,CUST05420,user8616@outlook.com,North,Gadget Pro,Direct,2428198.0,2,10,ORD-CIKOYV,False
2024-07-03 00:00:00,CUST05549,user8772@yahoo.com,South,Premium Bundle,Online,14031.0,44,20,270814,False
2024-09-17 00:00:00,CUST06878,,West,,Partner,1634611.0,43,10,547613,False
2024-07-04 00:00:00,CUST02848,user2479@outlook.com,East,Widget B,,10249.0,25,5,878466,False
2024-04-04 00:00:00,CUST03173,user9524@company.in,North,Gadget Pro,Retail,49953.0,35,10,870428,False
2024-09-06 00:00:00,CUST02381,,South,Widget B,Retail,29138.0,15,5,524526,False
2024-12-23 00:00:00,CUST04962,user8508@gmail.com,East,Widget B,Direct,26347.0,25,20,821683,False
2024-12-23 00:00:00,CUST01463,user3067@gmail.com,South,Widget B,Partner,15050.0,16,15,221388,False
2024-11-03 00:00:00,CUST04145,,,Gadget Pro,Retail,21512.0,45,0,288383,False
2025-02-04 00:00:00,CUST07762,user4792@company.in,North,,Online,13313.0,19,5,626267,False
2024-11-13 00:00:00,CUST03551,user4502@outlook.com,North,Widget B,Online,6690.0,8,20,732695,False
2025-02-24 00:00:00,CUST04674,user3247@outlook.com,West,Widget B,Retail,16805.0,48,0,162965,False
2024-03-06 00:00:00,CUST05863,user4684@company.in,West,Service Pack,Partner,28835.0,14,0,ORD-UHEHXR,False
2024-04-17 00:00:00,CUST05155,user8149@gmail.com,South,Widget A,Online,45589.0,17,0,600995,False
2024-10-13 00:00:00,CUST07773,user1893@company.in,Central,Gadget Pro,Online,42794.0,11,10,ORD-QRWXLU,False
2024-03-13 11:00:00,CUST03012,user3503@yahoo.com,South,Service Pack,Online,1304776.0,46,0,222568,False
2025-01-09 00:00:00,CUST09217,user3296@outlook.com,West,Widget A,Partner,49001.0,45,0,278069,False
2024-09-17 00:00:00,CUST05505,user2391@gmail.com,North,Widget B,Direct,31137.0,29,20,289005,False
2024-05-30 00:00:00,CUST03198,user4289@yahoo.com,West,Service Pack,,33652.0,28,15,322969,False
2025-02-15 00:00:00,CUST08533,user3946@gmail.com,East,Widget A,Partner,29665.0,21,5,196788,False
2024-01-14 00:00:00,CUST02994,user9975@company.in,,Widget A,Partner,13266.0,3,0,620703,False
2025-03-25 00:00:00,CUST07369,user7708@gmail.com,Central,,Online,10967.0,21,10,632665,True
2024-03-05 00:00:00,CUST09536,user3063@yahoo.com,Central,Gadget Pro,Partner,1609.0,39,0,364386,False
2024-03-30 00:00:00,CUST09151,,West,Service Pack,Retail,42068.0,43,5,422258,False
2025-01-08 00:00:00,CUST08246,user9408@gmail.com,,Widget B,Partner,17582.0,20,20,799690,False
2025-01-30 00:00:00,CUST03798,user1939@gmail.com,North,Widget B,Retail,45606.0,33,0,603541,False
2024-05-13 00:00:00,CUST01454,user4705@outlook.com,Central,Gadget Pro,Online,31809.0,29,10,216804,True
2024-12-07 00:00:00,CUST02241,user4919@company.in,Central,Service Pack,Retail,19444.0,44,0,ORD-BUEMAW,True
2025-02-18 00:00:00,CUST09339,user4183@gmail.com,North,Widget A,Partner,10498.0,30,15,417831,False
2024-10-24 00:00:00,CUST03655,user7371@company.in,Central,Service Pack,Direct,40171.0,28,10,134217,False
2025-03-12 00:00:00,CUST03782,user4457@company.in,South,Service Pack,Partner,44151.0,46,20,425437,False
2024-11-30 00:00:00,CUST02156,user2640@yahoo.com,,Widget B,,29386.0,29,20,392831,False
2024-12-29 00:00:00,CUST04551,,Central,Widget A,Partner,28371.0,34,20,695471,False
2024-07-16 00:00:00,CUST05420,user8616@outlook.com,North,Gadget Pro,Direct,2428198.0,2,10,ORD-CIKOYV,False
2025-03-01 00:00:00,CUST04824,user6968@yahoo.com,Central,Service Pack,Direct,17320.0,15,15,ORD-GDPDNX,False
2024-12-24 00:00:00,CUST02705,,Central,Widget B,Retail,25272.0,6,10,254953,False
2024-08-24 00:00:00,CUST07658,,East,Service Pack,Direct,26283.0,18,20,321451,False
2024-02-09 00:00:00,CUST01360,user2821@company.in,North,Widget A,Online,41256.0,48,15,190055,False
2024-10-25 00:00:00,CUST01700,user4588@yahoo.com,South,Service Pack,Retail,19039.0,22,15,387453,False
2024-06-25 00:00:00,CUST09445,user3480@outlook.com,North,Service Pack,Online,26665.0,21,5,814064,False
2025-01-18 00:00:00,CUST07401,user9172@gmail.com,North,Service Pack,Direct,22298.0,26,20,ORD-OOTTOR,False
2024-07-21 00:00:00,CUST03302,,North,Widget B,Retail,1361241.0,46,20,808979,False
2024-08-01 00:00:00,CUST04749,user9289@company.in,South,Gadget Pro,Partner,42673.0,11,0,764946,False
2024-07-14 00:00:00,CUST08623,user1307@outlook.com,Central,Widget A,,11927.0,16,0,103549,False
2024-10-17 00:00:00,CUST04147,user7768@gmail.com,West,Service Pack,Partner,37177.0,45,20,735041,False
2024-08-05 00:00:00,CUST04822,user3068@outlook.com,North,Widget A,Online,12020.0,26,15,358702,False
2024-03-12 09:00:00,CUST05446,user6592@company.in,East,Widget B,Direct,1411367.0,31,0,772048,False
2024-12-16 00:00:00,CUST07494,,Central,Widget A,Retail,37586.0,27,15,885235,False
2024-06-03 00:00:00,CUST03616,user5920@company.in,North,Widget A,Online,4378.0,7,10,245742,False
2024-05-22 00:00:00,CUST02586,user3441@company.in,South,Gadget Pro,Partner,18162.0,25,10,633102,True
2024-08-08 00:00:00,CUST08924,user6085@outlook.com,Central,Service Pack,Retail,27373.0,10,10,426913,False
2024-03-12 20:00:00,CUST01641,,East,Widget B,Partner,2814243.0,44,15,110111,False
2024-01-28 00:00:00,CUST02257,,Central,,Direct,25601.0,32,20,728560,False
2025-01-30 00:00:00,CUST04923,user6122@gmail.com,East,Widget B,Direct,36998.0,30,15,799023,False
2024-06-06 00:00:00,CUST01416,user7418@company.in,East,Widget A,,33168.0,26,0,183769,False
2024-05-08 00:00:00,CUST02997,user5397@company.in,North,,Direct,15688.0,42,20,739171,False
2024-02-18 00:00:00,CUST01313,user5438@company.in,North,Gadget Pro,Partner,29524.0,11,10,513912,False
2024-05-30 00:00:00,CUST09051,user1527@outlook.com,South,Widget A,Online,35958.0,16,0,910988,False
2024-04-23 00:00:00,CUST01413,user2765@outlook.com,South,Service Pack,Online,10091.0,46,10,142525,False
2024-09-16 00:00:00,CUST08211,user3858@gmail.com,Central,Widget B,Online,16690.0,29,10,ORD-FIKDSN,False
2024-12-09 00:00:00,CUST02296,,South,Gadget Pro,,22185.0,44,15,964917,False
2024-06-16 00:00:00,CUST05763,user7775@company.in,South,Widget B,Retail,17914.0,47,10,326492,False
2024-03-12 12:00:00,CUST02003,user5781@gmail.com,West,Widget B,,1303007.0,47,20,549124,False
2024-03-28 00:00:00,CUST04284,user6807@company.in,East,Widget A,Partner,27582.0,44,5,437709,False
2024-06-05 00:00:00,CUST06731,user1785@gmail.com,South,Widget A,Partner,2397.0,9,20,528761,False
2024-03-05 00:00:00,CUST06909,,West,,Online,7781.0,9,0,563163,True
2024-12-15 00:00:00,CUST05722,user5066@company.in,,Widget B,Retail,4000.0,47,0,384100,True
2025-03-24 00:00:00,CUST06655,,North,Gadget Pro,Partner,31119.0,12,20,735713,False
2025-01-09 00:00:00,CUST09779,user6460@company.in,North,Widget A,Retail,24889.0,24,15,692849,False
2024-03-24 00:00:00,CUST06106,user1769@outlook.com,North,Premium Bundle,Direct,7179.0,47,20,120467,False
2024-04-18 00:00:00,CUST04535,user5557@yahoo.com,North,,Online,13907.0,1,0,984848,False
2024-01-08 00:00:00,CUST04968,user5525@outlook.com,West,Gadget Pro,Retail,29644.0,39,0,903676,False
2024-08-08 00:00:00,CUST05928,user1195@gmail.com,West,Widget A,Online,13084.0,40,10,305014,False
2024-01-12 00:00:00,CUST02528,user2752@yahoo.com,East,Widget B,Partner,22249.0,14,20,136259,False
2024-06-15 00:00:00,CUST09162,user4923@gmail.com,Central,Gadget Pro,Online,6632.0,35,15,467898,True
2024-05-10 00:00:00,CUST04767,user7511@company.in,,Widget A,Partner,884.0,37,0,ORD-FCNUXE,False
2024-07-30 00:00:00,CUST03245,user9083@yahoo.com,,Widget B,Retail,38148.0,44,15,866098,True
2024-04-17 00:00:00,CUST05737,user4065@company.in,South,,Partner,46968.0,8,15,910579,False
2024-05-15 00:00:00,CUST02943,user3290@gmail.com,South,Widget A,,22297.0,31,0,732021,False
2024-05-27 00:00:00,CUST09188,user4015@gmail.com,,Premium Bundle,Online,13918.0,34,10,551031,False
2024-09-24 00:00:00,CUST09969,user6942@gmail.com,North,Widget A,Online,3022.0,25,10,868233,False
2024-11-18 00:00:00,CUST07968,,East,Widget B,Direct,2716.0,7,0,397159,False
2024-05-30 00:00:00,CUST09423,,South,Widget B,Direct,46955.0,18,5,819310,False
2024-04-29 00:00:00,CUST01473,user9196@company.in,Central,Widget B,Retail,6757.0,40,5,181285,False
2024-04-04 00:00:00,CUST05329,user4974@yahoo.com,Central,Widget B,Online,48095.0,33,10,696089,False
2024-05-15 00:00:00,CUST03932,,East,Gadget Pro,Direct,42028.0,8,0,763318,False
2025-03-24 00:00:00,CUST02704,user3852@company.in,North,Gadget Pro,Online,27333.0,48,5,934653,False
2024-08-20 00:00:00,CUST04567,,West,Widget A,Partner,8025.0,12,20,130971,False
2024-03-12 15:00:00,CUST05849,user3221@outlook.com,East,Widget A,Online,1761533.0,43,15,808025,False
2024-04-15 00:00:00,CUST04019,user6724@company.in,East,Widget B,Direct,1659.0,28,20,755158,True
2024-02-25 00:00:00,CUST09321,user2404@company.in,Central,Widget B,Retail,869152.0,35,10,663249,False
2025-01-15 00:00:00,CUST05093,user3399@gmail.com,East,,Retail,18453.0,34,20,ORD-OBAXBJ,False
2024-09-15 00:00:00,CUST01577,user5272@yahoo.com,North,Service Pack,Direct,19477.0,35,10,570230,False
2024-11-09 00:00:00,CUST04451,user5681@gmail.com,,Widget B,Direct,24051.0,49,20,223656,False
2024-04-30 00:00:00,CUST08018,user5979@yahoo.com,,Premium Bundle,Online,10957.0,7,5,656740,False
2024-12-03 00:00:00,CUST01038,,North,Widget B,Retail,15042.0,42,10,335123,False
2025-02-04 00:00:00,CUST04956,,,,Direct,36320.0,36,5,802980,False
2024-10-21 00:00:00,CUST07981,user8460@yahoo.com,West,Widget A,Retail,37240.0,16,0,299950,False
2024-03-28 00:00:00,CUST03722,,North,Gadget Pro,Direct,26347.0,43,0,258399,False
2024-02-20 00:00:00,CUST03076,,East,Widget B,Retail,23163.0,16,5,516389,False
2024-10-15 00:00:00,CUST07344,,North,,Online,2754.0,36,15,633334,False
2024-01-08 00:00:00,CUST02335,user9341@outlook.com,North,Widget B,Direct,35993.0,36,10,817588,False
2024-03-27 00:00:00,CUST03666,user5040@outlook.com,South,Widget A,Direct,31090.0,17,0,ORD-VYBNOR,False
2024-09-02 00:00:00,CUST07611,user5808@outlook.com,Central,Widget A,Partner,33425.0,25,20,893993,False
2024-04-16 00:00:00,CUST06556,,North,Widget B,Online,5813.0,12,10,320979,False
2025-02-17 00:00:00,CUST08168,,North,Widget A,Retail,15085.0,24,15,532882,False
2024-02-23 00:00:00,CUST01890,user4751@outlook.com,North,Service Pack,Online,13059.0,4,20,213882,False
2025-03-15 00:00:00,CUST03681,user8570@gmail.com,East,,Direct,566.0,25,10,949580,False
2025-01-07 00:00:00,CUST03790,user3762@gmail.com,North,Widget A,Retail,17001.0,5,5,ORD-AJWULD,False
2024-10-25 00:00:00,CUST01700,user4588@yahoo.com,South,Service Pack,Retail,19039.0,22,15,387453,False
2024-06-20 00:00:00,CUST04726,user5055@company.in,North,Widget A,Partner,3165.0,17,5,338327,True
2024-09-26 00:00:00,CUST02470,user6493@yahoo.com,East,Widget A,Retail,32967.0,2,20,854224,False
2024-04-19 00:00:00,CUST05985,user1646@company.in,Central,Gadget Pro,Online,5605.0,34,10,755159,False
2025-03-23 00:00:00,CUST08089,user9450@gmail.com,South,Widget B,Online,22023.0,24,10,ORD-QNUPSH,True
2024-10-12 00:00:00,CUST05607,user1713@outlook.com,,Service Pack,Retail,2668.0,45,5,261655,False
2025-03-02 00:00:00,CUST05779,user5676@gmail.com,Central,Gadget Pro,Partner,19159.0,15,0,254796,False
2024-08-06 00:00:00,CUST04179,,,Widget B,Online,1769535.0,26,20,574578,False
2024-07-06 00:00:00,CUST02587,user7232@outlook.com,East,Widget A,Retail,43487.0,32,10,956430,False
2024-02-08 00:00:00,CUST06242,user3209@gmail.com,,Widget B,Retail,3606.0,34,10,636365,False
2024-01-03 00:00:00,CUST05174,,North,,Direct,38556.0,8,0,ORD-GKZZYY,False
2024-04-01 00:00:00,CUST08494,user3112@gmail.com,South,Widget B,Partner,34863.0,20,0,ORD-WYWJIX,True
2024-03-24 00:00:00,CUST07930,,East,Widget B,Direct,2741.0,35,0,640544,False
2024-11-27 00:00:00,CUST07046,user3161@outlook.com,East,Gadget Pro,Direct,25326.0,26,0,ORD-RGBHOT,False
2024-05-13 00:00:00,CUST07690,,North,Gadget Pro,Retail,23199.0,8,20,363890,False
2024-10-06 00:00:00,CUST05909,user8827@gmail.com,West,Gadget Pro,Retail,13392.0,17,15,572116,False
2024-11-27 00:00:00,CUST08185,user7240@company.in,North,Service Pack,Online,26958.0,28,0,799188,False
2024-02-04 00:00:00,CUST08087,user5927@yahoo.com,East,Service Pack,Retail,34670.0,47,5,353127,False
2024-11-30 00:00:00,CUST02156,user2640@yahoo.com,,Widget B,,29386.0,29,20,392831,False
2024-03-04 00:00:00,CUST02936,user5161@outlook.com,West,Widget B,Direct,15498.0,10,20,164142,False
2025-01-20 00:00:00,CUST01626,user5050@company.in,West,Widget A,,44870.0,12,20,527854,False
2024-08-25 00:00:00,CUST05688,user7473@gmail.com,Central,,Direct,21089.0,30,15,542116,False
2024-10-13 00:00:00,CUST06147,,North,Gadget Pro,Online,25701.0,6,15,993546,False
2024-02-24 00:00:00,CUST04916,user8133@yahoo.com,South,Gadget Pro,Direct,48606.0,15,5,198275,False
2024-02-19 00:00:00,CUST02212,user5106@yahoo.com,Central,Premium Bundle,Partner,42401.0,17,20,284722,False
2024-06-06 00:00:00,CUST03545,user2017@gmail.com,West,Service Pack,Retail,2848856.0,32,5,320255,False
2025-01-07 00:00:00,CUST02951,,East,Widget A,Partner,4538.0,25,5,222193,False
2024-04-29 00:00:00,CUST01473,user9196@company.in,Central,Widget B,Retail,6757.0,40,5,181285,False
2024-02-19 00:00:00,CUST02192,user6285@yahoo.com,East,Gadget Pro,,48898.0,7,20,337603,False
2024-03-27 00:00:00,CUST01531,,,Service Pack,Retail,1687.0,39,20,319391,False
2024-07-16 00:00:00,CUST07921,user9238@yahoo.com,South,Premium Bundle,Partner,22348.0,25,15,687920,False
2024-10-03 00:00:00,CUST07393,user2260@company.in,West,,Direct,33215.0,25,20,451162,False
2025-01-13 00:00:00,CUST05271,user7267@yahoo.com,South,Widget A,Retail,39230.0,13,10,673393,False
2024-09-20 00:00:00,CUST06375,user7870@yahoo.com,South,Gadget Pro,Retail,33345.0,19,10,428307,False
2024-09-02 00:00:00,CUST07611,user5808@outlook.com,Central,Widget A,Partner,33425.0,25,20,893993,False
2024-05-05 00:00:00,CUST05675,user2465@yahoo.com,,Gadget Pro,Online,19671.0,23,10,408757,False
2025-03-04 00:00:00,CUST08126,user2548@outlook.com,East,Widget A,Direct,46580.0,39,20,675582,False
2024-02-25 00:00:00,CUST07855,user9406@yahoo.com,East,Premium Bundle,Partner,10408.0,27,5,633364,False
2024-04-19 00:00:00,CUST05428,,South,Widget A,Retail,2510.0,40,5,452755,False
2024-04-20 00:00:00,CUST06113,user8642@gmail.com,West,Widget B,Online,15823.0,22,0,181177,False
2024-03-12 05:00:00,CUST03728,user3736@gmail.com,North,Gadget Pro,Partner,682780.0,46,5,116827,False
2024-04-05 00:00:00,CUST08646,user7089@company.in,,,,13432.0,33,10,644498,False
2025-01-12 00:00:00,CUST04013,,Central,,Online,29066.0,33,0,918403,False
2024-03-18 00:00:00,CUST09538,user1517@gmail.com,North,,Retail,30357.0,48,15,967859,False
2024-02-20 00:00:00,CUST08932,user4367@yahoo.com,West,Service Pack,Online,49225.0,10,0,332643,False
2025-03-12 00:00:00,CUST06571,user9327@yahoo.com,North,Widget B,Direct,44895.0,30,0,678528,False
2024-03-12 19:00:00,CUST02268,user8474@company.in,South,Widget B,,2328031.0,47,20,354212,False
2024-05-29 00:00:00,CUST08856,user3636@company.in,South,Widget B,Retail,14539.0,42,20,ORD-XVUBQN,False
2024-07-27 00:00:00,CUST06693,user8373@company.in,,Premium Bundle,Online,30004.0,37,5,195105,False
2024-05-13 00:00:00,CUST06795,user6273@outlook.com,North,Widget A,Online,15154.0,41,20,246121,False
2024-05-07 00:00:00,CUST07573,user6400@gmail.com,West,Widget A,Direct,17732.0,37,0,555391,False
2024-07-29 00:00:00,CUST06234,,North,Gadget Pro,Retail,18269.0,12,5,804428,False
2024-07-11 00:00:00,CUST03646,user1023@outlook.com,South,Service Pack,Partner,37734.0,42,15,884950,False
2024-09-26 00:00:00,CUST09240,user6383@yahoo.com,East,Service Pack,Retail,8108.0,42,20,900326,False
2024-07-22 00:00:00,CUST01543,,West,Service Pack,Online,2168360.0,19,20,561486,False
2025-03-08 00:00:00,CUST04914,,Central,Widget B,Online,23762.0,44,0,410029,False
2024-01-31 00:00:00,CUST03499,user8019@outlook.com,Central,Widget B,Partner,40451.0,14,10,811033,False
2024-12-27 00:00:00,CUST01892,user4886@outlook.com,Central,Widget A,Online,39206.0,18,15,ORD-VQTDED,False
2024-07-18 00:00:00,CUST03141,,East,Service Pack,Online,23727.0,10,5,180275,False
2025-01-05 00:00:00,CUST08755,user5732@yahoo.com,East,Service Pack,Online,35247.0,7,5,598014,False
2024-08-19 00:00:00,CUST02858,user1813@outlook.com,South,Widget B,Direct,1534.0,26,15,231521,False
2024-04-22 00:00:00,CUST02622,user1546@company.in,North,Service Pack,Online,5623.0,30,20,441446,False
2024-09-20 00:00:00,CUST06786,user8520@yahoo.com,West,Service Pack,,42784.0,21,15,533769,False
2024-01-20 00:00:00,CUST07064,user2412@gmail.com,South,Widget A,Retail,45347.0,16,5,627761,False
2024-11-05 00:00:00,CUST04683,user3983@company.in,East,Premium Bundle,Direct,34036.0,33,15,545832,False
2024-03-13 16:00:00,CUST02381,user1328@company.in,East,,Online,2290497.0,39,0,445951,False
2024-12-07 00:00:00,CUST01005,user9409@gmail.com,South,Widget B,Online,13406.0,48,15,908501,False
2025-03-14 00:00:00,CUST07719,user6169@gmail.com,South,Widget A,Direct,9057.0,25,0,908254,False
2024-08-14 00:00:00,CUST07106,user2718@gmail.com,East,Widget B,Online,36983.0,45,5,604482,False
2024-03-12 14:00:00,CUST04773,,,Widget A,Direct,524275.0,20,0,267954,False
2025-03-13 00:00:00,CUST04260,,Central,Widget A,Retail,12981.0,35,10,408773,False
2025-02-01 00:00:00,CUST06559,user5350@yahoo.com,Central,Service Pack,Retail,16051.0,33,20,367262,False
2024-03-07 00:00:00,CUST01155,,East,Gadget Pro,Online,42292.0,38,5,735748,False
2024-08-26 00:00:00,CUST06523,user4579@outlook.com,South,Widget A,Direct,47083.0,39,20,127512,False
2024-07-05 00:00:00,CUST01028,user4971@company.in,North,Gadget Pro,Direct,47346.0,35,15,678049,False
2024-09-21 00:00:00,CUST09927,user2375@outlook.com,South,Widget A,Online,15577.0,27,10,116977,False
2025-02-24 00:00:00,CUST05176,user2858@outlook.com,South,Service Pack,Retail,1537652.0,19,15,334261,False
2024-03-12 20:00:00,CUST08418,user9370@company.in,,Widget A,Retail,1416781.0,7,0,760984,False
2024-01-10 00:00:00,CUST02460,user3330@gmail.com,South,,Partner,11752.0,42,20,537559,False
2024-05-19 00:00:00,CUST03415,,West,Widget A,Partner,17361.0,39,15,665112,True
2024-03-13 00:00:00,CUST05492,user4892@gmail.com,North,Gadget Pro,Online,2361462.0,1,15,104786,True
2024-09-01 00:00:00,CUST06587,user9609@outlook.com,North,Gadget Pro,Direct,42606.0,21,20,867903,False
2024-12-04 00:00:00,CUST07363,user7179@gmail.com,South,Premium Bundle,Retail,11201.0,20,15,ORD-CZNZFA,False
2024-11-20 00:00:00,CUST07492,,South,Widget B,Retail,35555.0,37,15,144144,False
2024-11-15 00:00:00,CUST06116,user3245@company.in,Central,Widget A,Online,32867.0,25,10,346568,False
2025-03-03 00:00:00,CUST07604,user1230@company.in,South,Widget A,Direct,1647.0,15,0,143001,False
2024-09-08 00:00:00,CUST01855,user2198@company.in,North,Premium Bundle,Direct,33226.0,48,0,860363,True
2024-11-24 00:00:00,CUST06167,user8032@gmail.com,North,Gadget Pro,Retail,22242.0,2,15,711310,False
2024-03-12 08:00:00,CUST08782,user1927@yahoo.com,West,Widget B,Retail,1486643.0,9,20,667228,False
2024-03-23 00:00:00,CUST01749,user2251@gmail.com,East,Gadget Pro,Retail,1758.0,39,20,543665,False
2024-10-09 00:00:00,CUST08962,user4788@outlook.com,East,Gadget Pro,Online,32766.0,15,20,425019,False
2024-03-03 00:00:00,CUST03219,user4116@outlook.com,North,Premium Bundle,Partner,14938.0,3,5,553495,False
2024-01-31 00:00:00,CUST07702,user4366@yahoo.com,South,Widget A,Partner,49847.0,11,0,112395,False
2024-02-20 00:00:00,CUST07746,user5984@gmail.com,West,Service Pack,Direct,17052.0,28,20,829292,False
2025-03-08 00:00:00,CUST08557,user5906@gmail.com,,Service Pack,Partner,35426.0,5,15,878197,False
2025-01-11 00:00:00,CUST07636,user8937@company.in,Central,Widget A,Partner,49399.0,23,20,338548,False
2024-02-15 00:00:00,CUST06110,,Central,Widget A,Direct,9767.0,11,10,194523,False
2024-02-07 00:00:00,CUST02190,user6213@outlook.com,West,Widget B,Retail,43506.0,9,0,753928,False
2024-02-11 00:00:00,CUST04130,,East,Widget A,Partner,47813.0,7,0,ORD-XJCHWK,False
2024-03-13 19:00:00,CUST08398,user1084@yahoo.com,South,Widget B,Direct,845976.0,32,10,ORD-MVWGHF,False
2024-04-18 00:00:00,CUST08161,user2292@company.in,East,Widget A,Online,41860.0,48,0,151873,False
2024-03-13 02:00:00,CUST09049,user2121@yahoo.com,East,Widget B,Partner,2161876.0,1,0,658578,False
2025-01-19 00:00:00,CUST07709,user7615@gmail.com,South,,Retail,3951.0,21,10,450748,True
2024-03-12 01:00:00,CUST04870,user4402@outlook.com,West,Widget A,Partner,2171055.0,47,15,879571,False
2024-07-19 00:00:00,CUST03603,user5349@gmail.com,North,Service Pack,Partner,41929.0,2,5,229045,False
